번호,장소,지역,주소,구분,위도,경도,전화번호
534,춘천통나무집닭갈비,춘천,강원 춘천시 신북읍 신샘밭로 763,식음료,37.93311389,127.7932958,033-241-5999
535,칠오닭갈비 춘천점,춘천,강원 춘천시 칠전동 산90-1,식음료,37.84618592,127.6811906,
536,카페 더웨이,춘천,강원 춘천시 신동면 풍류1길 72,식음료,37.81616464,127.7228803,
537,카페나스,춘천,강원 춘천시 신북읍 신샘밭로 706-8,식음료,37.92941846,127.7875224,
538,카페드220볼트,춘천,강원 춘천시 동내면 금촌로 107-27,식음료,37.85697561,127.7837723,033-263-0220
539,카페캐빈,춘천,강원 춘천시 남면 버들길 60-7,식음료,37.7473815,127.6301543,
540,카페하루,춘천,강원 춘천시 신북읍 배후령1길 5,식음료,37.93371006,127.7825422,
541,커멍커멍,춘천,강원 춘천시 동산면 새술막길 691,식음료,37.78615965,127.7560853,033-262-0599
542,쿠키멍스터,춘천,강원 춘천시 춘천로185번길 15 1층,식음료,37.87775911,127.7340229,
543,파머스가든,춘천,강원 춘천시 신북읍 신샘밭로 380,식음료,37.92518928,127.7530288,
544,퍼피쿵,춘천,강원 춘천시 안마산로 34-17,식음료,37.8567333,127.7202741,
545,남이섬 투개더파크,춘천,강원 춘천시 남산면 남이섬길 1,체험,37.79012495,127.5261287,031-580-8008
546,물길로(의암호 킹카누),춘천,강원 춘천시 송암동 684 물길로 킹카누 나루터,체험,37.85579048,127.6853596,033-251-9600
547,반갑다창문밖고양이,춘천,강원 춘천시 삭주로80번길 5,체험,37.8831602,127.7400207,033-244-8636
548,삼악산호수케이블카,춘천,강원 춘천시 스포츠타운길 245,체험,37.86445399,127.6913647,
549,스튜디오 도란도란,춘천,강원 춘천시 동면 춘천순환로 465-5 도란도란,체험,37.88224961,127.7645414,
550,준독트레이닝센터,춘천,강원 춘천시 서면 노동길 71,체험,37.84040675,127.5879998,
551,춘천 물레길,춘천,강원 춘천시 스포츠타운길 113-1,체험,37.85496429,127.6857679,
552,춘천 반려동물 페스티벌,춘천,강원 춘천시 서면 박사로 854 강원정보문화산업진흥원,체험,37.89306106,127.6918926,
553,춘천의암호스카이워크,춘천,강원 춘천시 칠전동 485,체험,37.84711396,127.6799464,033-253-3700
554,히포코코,춘천,강원 춘천시 중앙로67번길 9,체험,37.87881136,127.7272206,
555,태백동물병원,태백,강원 태백시 번영로 212,동물병원,37.16237564,128.9851583,
556,홍현관동물병원,태백,강원 태백시 황지로 80,동물병원,37.16590301,128.991833,033-552-9117
557,구문소농촌체험휴양마을,태백,강원 태백시 사군드리길7,숙박,37.0932456,129.0379765,
558,오투리조트,태백,강원 태백시 서학로 861,숙박,37.17067232,128.9480838,033-580-7000
559,구문소카페,태백,강원 태백시 사군드리길 9,식음료,37.0930201,129.0380079,
560,몽토랑제빵소,태백,강원 태백시 효자1길 27-2,식음료,37.18194586,128.9641515,
561,인생상점카페봄눈,태백,강원 태백시 서학로 1081,식음료,37.15447028,128.9831498,
562,몽토랑산양목장,태백,강원 태백시 효자1길 27-2,체험,37.18194586,128.9641515,033-553-0102
563,태백시 반려동물 놀이터,태백,강원 태백시 소도동 24-2,체험,37.132628,128.9713257,033-550-2118
564,국민의숲,평창,강원 평창군 대관령마루길 340,관광지,37.68450966,128.7406956,033-330-2724
565,대관령 하늘목장,평창,강원 평창군 대관령면 꽃밭양지길 458-23,관광지,37.71174234,128.7321394,033-332-8061~3
566,막동계곡,평창,강원 평창군 진부면 막동리 110,관광지,37.51106145,128.5611487,033-330-2771
567,장전계곡,평창,강원 평창군 진부면 장전길 2,관광지,37.48884146,128.5423307,033-330-2724
568,허브나라농원,평창,강원 평창군 봉평면 흥정계곡길 225,관광지,37.63580936,128.3426513,033-335-2902
569,국립축산과학원 가금연구소 동물병원,평창,강원 평창군 대관령면 횡계리 산 1-169 고령지 시험장,동물병원,37.68612989,128.7369079,033-330-9500
570,국립축산과학원 한우연구소 동물병원,평창,강원 평창군 대관령면 차항리 268 한우시험장,동물병원,37.6889428,128.6768346,033-330-0617
571,서울대학교 평창캠퍼스 대동물병원,평창,강원 평창군 대화면 평창대로 1597,동물병원,37.55473593,128.4376429,033-339-6116
572,평창영월정선축협 동물병원,평창,강원 평창군 평창읍 백오로 9,동물병원,37.36819794,128.390482,033-334-2312
573,가을동화펜션,평창,강원 평창군 봉평면 흥정계곡길 72,숙박,37.62729821,128.3519084,
574,그랑샤리오,평창,강원 평창군 방림면 감동지길 104,숙박,37.47864698,128.273028,
575,대박이하우스,평창,강원 평창군 봉평면 진조2길 281-4 대박이하우스,숙박,37.55602399,128.3165773,
576,도그밀리,평창,강원 평창군 방림면 감동지길 100,숙박,37.47814069,128.2729485,
577,라마다호텔&스위트평창,평창,강원 평창군 대관령면 오목길 107,숙박,37.66003633,128.717992,033-333-1000
578,라비앙펜션,평창,강원 평창군 봉평면 봉평북로 250-60,숙박,37.62054783,128.3501419,
579,모나 용평,평창,강원 평창군 대관령면 올림픽로 715,숙박,37.65094489,128.7055566,033-335-5757
580,백운정원,평창,강원 평창군 봉평면 팔송로 208-8,숙박,37.61237932,128.3147935,
581,보물섬캠핑장,평창,강원 평창군 봉평면 거품소길 349-6,숙박,37.55262093,128.3916694,033-334-7859
582,봄여름가을겨울,평창,강원 평창군 봉평면 거품소길 269,숙박,37.55830796,128.3895802,
583,북극곰 야영장,평창,강원 평창군 봉평면 흥정계곡길 313-3,숙박,37.63763451,128.3388087,033-333-2019
584,샬레리조트,평창,강원 평창군 봉평면 석이바우길 71-20,숙박,37.57578605,128.3491064,033-334-5635
585,아침에새소리,평창,강원 평창군 봉평면 백운동길 60-6,숙박,37.61691602,128.3420802,
586,아침의소리,평창,강원 평창군 봉평면 무이진등길 77-70,숙박,37.59823945,128.3439652,
587,으지네민박,평창,강원 평창군 진부면 탑동길 108-16,숙박,37.69467891,128.5597841,
588,청옥산깨비마을 캠핑장,평창,강원 평창군 미탄면 수리재길 21,숙박,37.36782854,128.4853593,
589,펜션 숲속하얀뜰,평창,강원 평창군 봉평면 석이바우길 92-28,숙박,37.57531188,128.3535066,
590,평창듀오애견수영장계곡펜션,평창,강원 평창군 방림면 감동지길 116-4,숙박,37.47929352,128.2737453,
591,한화리조트 평창,평창,강원 평창군 봉평면 태기로 228-33,숙박,37.57876751,128.3317559,033-334-6100
592,홀리데이인스위트,평창,강원 평창군 대관령면 솔봉로 325,숙박,37.65925417,128.6840107,033-339-0000
593,휘닉스평창리조트,평창,강원 평창군 봉평면 태기로 174,숙박,37.58246341,128.3268678,
594,힐링하시개,평창,강원 평창군 봉평면 안흥동길 132-7,숙박,37.58625753,128.3082477,
595,대관령한우프라자,평창,강원 평창군 봉평면 무이진등길 37,식음료,37.60341371,128.3413708,
596,바셀로,평창,강원 평창군 용평면 느므골길 53,식음료,37.5775698,128.4278475,033-333-0032
597,산너미팜,평창,강원 평창군 미탄면 산너미길 210,식음료,37.36630062,128.4707418,
598,송어의집,평창,강원 평창군 평창읍 아랫상리길 19-4,식음료,37.36375359,128.4155969,
599,옐로우트리카페,평창,강원 평창군 미탄면 평안한치길 505-94,식음료,37.37618773,128.5217455,
600,좋은날케이크,평창,"강원 평창군 진부면 청송로 88-11, 1층",식음료,37.63611648,128.5564006,
601,카페우리집,평창,강원 평창군 방림면 운지로 75-27,식음료,37.43496775,128.290645,
602,풀내음,평창,강원 평창군 봉평면 메밀꽃길 13,식음료,37.61485282,128.3712418,033-335-0034
603,대성온누리 약국,평창,강원 평창군 평창읍 백오로 95,약국,37.36780931,128.3952821,033-332-2504
604,미방약국,평창,강원 평창군 대화면 대화중앙로 117,약국,37.49940532,128.4550146,033-333-2911
605,봉평약국,평창,강원 평창군 봉평면 기풍로 145,약국,37.61548067,128.3781162,033-335-3151
606,우리들 약국,평창,강원 평창군 진부면 진부중앙로 84,약국,37.63852311,128.5599968,033-336-0900
607,일번가온누리약국,평창,강원 평창군 진부면 진부중앙로 74-2,약국,37.6376852,128.5592938,033-333-7300
608,중앙당약국,평창,강원 평창군 진부면 진부중앙로 75,약국,37.63807468,128.5590541,033-335-7133
609,진부약국,평창,강원 평창군 진부면 진부중앙로 68-1,약국,37.63729869,128.5589686,033-335-1722
610,대관령주주파크,평창,강원 평창군 대관령면 꽃밭양지길 51-30,체험,37.67816358,128.7075494,
611,순수양떼목장,평창,강원 평창군 대관령면 오목길 111,체험,37.65885258,128.7197653,033-335-1497
612,하늘목장,평창,강원 평창군 대관령면 꽃밭양지길 458-23,체험,37.71174234,128.7321394,033-332-8061~3
613,강원동물병원,홍천,강원 홍천군 무궁화로 90,동물병원,37.68559866,127.8783453,033-434-8252
614,도담동물의료센터,홍천,강원 홍천군 홍천읍 소옥개로 66,동물병원,37.69745646,127.9002717,033-433-7553
615,봄동물병원,홍천,강원 홍천군 홍천읍 무궁화로 44,동물병원,37.68363736,127.8738974,033-436-7582
616,신흥동물병원,홍천,강원 홍천군 홍천읍 번영로 61-1,동물병원,37.69047033,127.887207,033-434-2206
617,우리동물병원,홍천,강원 홍천군 홍천읍 홍천로 420,동물병원,37.69191423,127.8909661,033-436-7502
618,윤성철동물병원,홍천,강원 홍천군 홍천읍 홍천로 383,동물병원,37.69001809,127.8877894,
619,강나루황토집,홍천,강원 홍천군 서면 도롱골길147번길 21,숙박,37.69048859,127.7115528,
620,놀러와펜션,홍천,강원 홍천군 서면 개야마을길 172-1,숙박,37.69663298,127.6389063,
621,레이지507B,홍천,강원 홍천군 서석면 고분대월길 14-27,숙박,37.69958265,128.2469024,
622,메이슨독채펜션,홍천,강원 홍천군 서면 한치골길 925-30,숙박,37.69287766,127.6974387,
623,소노펫클럽앤리조트,홍천,강원 홍천군 서면 한치골길 262,숙박,37.65233706,127.6873348,
624,신영펜션,홍천,강원 홍천군 서면 한치골길 75-12,숙박,37.62763914,127.6671735,033-435-8666
625,엘페로애견펜션,홍천,강원 홍천군 서면 한서로 2019,숙박,37.62483522,127.6632425,
626,펜션 아이리스,홍천,강원 홍천군 서면 굴업솔골길 60-9,숙박,37.62156995,127.6751366,
627,풀스테이 스테이펫 홍천,홍천,강원 홍천군 화촌면 답연밭길 5-11,숙박,37.73756143,128.0283059,
628,홍천밸리애견펜션,홍천,강원 홍천군 서면 굴업솔골길 84-13,숙박,37.62307632,127.6776613,
629,힐리언스 선마을,홍천,강원 홍천군 서면 종자산길 122,숙박,37.65154223,127.6303412,
630,비발디파크 셰프스키친,홍천,강원 홍천군 서면 한치골길 262 소노캄 D동 지하 1층,식음료,37.65233706,127.6873348,033-439-7437
631,손탁커피,홍천,강원 홍천군 화촌면 홍천로 1065,식음료,37.73530949,127.936758,
632,시크릿가든,홍천,강원 홍천군 화촌면 성산로 162,식음료,37.77167187,127.9687323,
633,써라운드 슬로우,홍천,강원 홍천군 내촌면 가래올길 91-17,식음료,37.80498196,128.0852506,
634,어도러블독,홍천,강원 홍천군 홍천읍 홍천로 491 2층,식음료,37.69717376,127.8947296,
635,테라스의아침,홍천,강원 홍천군 서면 팔봉강변길 217 테라스의아침카페,식음료,37.69713728,127.7103616,
636,테샤로바,홍천,강원 홍천군 홍천읍 홍천로 548,식음료,37.70102359,127.8993146,
637,홍시,홍천,강원 홍천군 서면 팔봉산로 96,식음료,37.64920936,127.6522347,
638,홍천원조화로구이,홍천,강원 홍천군 홍천읍 양지말길 17-8,식음료,37.65990308,127.8311823,033-435-8613
639,굿모닝약국,홍천,강원 홍천군 홍천읍 갈마로 15,약국,37.69276059,127.8983044,033-432-7598
640,김순한약국,홍천,강원 홍천군 영귀미면 공작산로 480,약국,37.67789727,127.9329985,033-436-1914
641,농민약국,홍천,강원 홍천군 홍천읍 홍천로 315,약국,37.68872361,127.8804098,033-433-1413
642,늘푸른약국,홍천,강원 홍천군 홍천읍 홍천로 316,약국,37.68827075,127.8803199,033-435-5662
643,라임약국,홍천,강원 홍천군 화촌면 성산로 150,약국,37.7708384,127.9677267,
644,메디팜 가까운약국,홍천,강원 홍천군 홍천읍 너브내길 37-9 (홍천읍),약국,37.68795154,127.8833195,033-434-8484
645,미약국,홍천,강원 홍천군 서면 한치골길 262,약국,37.65210315,127.6871063,033-439-7337
646,미키팜약국,홍천,강원 홍천군 홍천읍 홍천로 326,약국,37.68807635,127.8816555,033-433-3721
647,민약국,홍천,강원 홍천군 홍천읍 홍천로7길 13-1,약국,37.69039894,127.8854379,033-434-2416
648,박약국,홍천,강원 홍천군 홍천읍 홍천로 366,약국,37.68896877,127.8859429,033-435-8277
649,봄한약국,홍천,강원 홍천군 홍천읍 꽃뫼로 54-3,약국,37.69057196,127.8796672,033-435-0020
650,서석시민약국,홍천,강원 홍천군 서석면 구룡령로 2534-1 (서석면),약국,37.71212626,128.1863988,033-433-5334
651,세광약국,홍천,"강원 홍천군 홍천읍 홍천로 476-10,",약국,37.69546946,127.895095,033-434-5247
652,신영진약국,홍천,강원 홍천군 홍천읍 홍천로3길 9,약국,37.6894203,127.8801708,033-434-2248
653,아산약국,홍천,강원 홍천군 홍천읍 산림공원2길 13 (홍천읍),약국,37.69081381,127.8961862,033-432-8002
654,양덕약국,홍천,강원 홍천군 남면 양덕원로 81,약국,37.61680445,127.7679055,033-432-3600
655,장창만약국,홍천,강원 홍천군 북방면 두개비산로 329,약국,37.7039109,127.8534045,033-434-2030
656,조약국,홍천,강원 홍천군 홍천읍 석화로 4,약국,37.69138794,127.8829469,033-434-2016
657,중앙약국,홍천,강원 홍천군 홍천읍 신장대로 47-1,약국,37.69036548,127.8815344,033-434-3267
658,창촌약국,홍천,강원 홍천군 내면 창촌로 42 (내면),약국,37.77186542,128.3897812,033-436-9886
659,한림약국,홍천,강원 홍천군 홍천읍 꽃뫼로 82,약국,37.69095898,127.8826126,033-434-9977
660,한마음약국,홍천,강원 홍천군 홍천읍 연봉로 35,약국,37.68177446,127.8777435,033-432-1345
661,한빛약국,홍천,강원 홍천군 남면 양덕원2길 15,약국,37.61682577,127.768422,033-432-4443
662,행복을주는약국,홍천,강원 홍천군 홍천읍 홍천로 328 (홍천읍),약국,37.68825509,127.8818725,033-435-3223
663,홍천시민온누리약국,홍천,강원 홍천군 홍천읍 홍천로 356,약국,37.68873279,127.8850088,033-433-2311
664,홍천종로약국,홍천,강원 홍천군 홍천읍 홍천로8길 3,약국,37.68986441,127.886805,033-435-3900
665,홍천종합약국,홍천,강원 홍천군 홍천읍 산림공원1길 15,약국,37.6913461,127.8949152,033-435-0300
666,또멍냥,홍천,강원 홍천군 홍천읍 연봉중앙로 50-1 또멍냥,체험,37.68215688,127.8779049,
667,휘바핀란드,홍천,강원 홍천군 서면 팔봉산로 368,체험,37.66694087,127.65931,033-433-0240 (양떼목장)
668,국제평화아트파크,화천,강원 화천군 화천읍 평화로 3518,관광지,38.21098522,127.8510205,033-440-2361
669,꺼먹다리,화천,강원 화천군 화천읍 대이리 468-3,관광지,38.10663593,127.76235,033-440-2575
670,동구래마을,화천,강원 화천군 하남면 호수길 329,관광지,38.04097051,127.6638804,033-441-6201
671,붕어섬,화천,강원 화천군 화천읍 하리 243,관광지,38.09753607,127.6968739,033-440-2575
672,서오지리 연꽃단지,화천,강원 화천군 하남면 건넌들길 97,관광지,38.04164,127.6542827,033-440-2952
673,세계평화의종공원,화천,강원 화천군 화천읍 평화로 3481-143,관광지,38.21061647,127.851844,033-440-2575
674,아를테마수목원,화천,강원 화천군 하남면 거례리 514-1,관광지,38.07199798,127.6886194,033-440-2575
675,파로호 하트섬,화천,강원 화천군 간동면 도송리 481,관광지,38.064636,127.7952162,033-440-2575
676,평화의 댐,화천,강원 화천군 화천읍 평화로 3481-18,관광지,38.21366506,127.8461595,033-480-1528
677,김남수동물병원,화천,강원 화천군 사내면 사내로 17-1,동물병원,38.07018774,127.5227849,
678,국립화천숲속야영장,화천,강원 화천군 간동면 배후령길 1144 화천숲속야영장,숙박,38.01030672,127.7975555,033-441-4466
679,아폴로천문대펜션,화천,강원 화천군 사내면 천문대길 79-8,숙박,38.108054,127.4436416,
680,평화의댐오토캠핑장,화천,강원 화천군 화천읍 비수구미길 145-145,숙박,38.20652873,127.8501068,033-440-4533
681,화천써비스펜션,화천,강원 화천군 하남면 춘화로 2861-10,숙박,38.06217103,127.6982844,
682,카페정원,화천,강원 화천군 화천읍 가손이길 36,식음료,38.10004603,127.7262461,033-441-9500
683,화천써비스허브정원카페,화천,강원 화천군 하남면 춘화로 2861-10,식음료,38.06217103,127.6982844,
684,엘림독 트레이닝센터,화천,강원 화천군 간동면 간척리길 177,체험,38.02985437,127.8283571,
685,횡성호수길5코스,횡성,강원 횡성군 갑천면 태기로 구방5길 40,관광지,37.54555631,128.0670139,033-345-9657
686,김재문동물병원,횡성,강원 횡성군 횡성읍 문정로 10,동물병원,37.49018689,127.9845844,033-343-5450
687,횡성동물병원,횡성,강원 횡성군 횡성읍 횡성로 390,동물병원,37.48758571,127.9856301,033-344-7200
688,로그캐빈애견펜션,횡성,강원 횡성군 둔내면 고원로425번길 33,숙박,37.49818229,128.2428253,
689,헤이미쉬 펜션,횡성,강원 횡성군 강림면 태종로 567,숙박,37.33592996,128.0979774,
690,곡교리127,횡성,강원 횡성군 횡성읍 횡성로 57 1층,식음료,37.46002873,127.9745099,
691,기억수퍼,횡성,강원 횡성군 횡성읍 대동로 19,식음료,37.49109405,127.9810798,
692,산일리오,횡성,강원 횡성군 둔내면 경강로 5339,식음료,37.56492507,128.2251264,
693,소식하는날,횡성,강원 횡성군 갑천면 외갑천로341번길 114,식음료,37.57464576,128.046728,
694,커피마나코하,횡성,강원 횡성군 공근면 창봉옛길 87,식음료,37.57422818,127.9209789,
695,,,,,,,
696,,,,,,,
697,,,,,,,
698,,,,,,,
699,,,,,,,
700,,,,,,,
